10,3.3415,4.5461,0.19565,0.38448
20,6.2672,8.7472,0.43945,2.249
30,9.7905,17.406,0.69895,3.6538
40,13.942,19.507,0.75855,6.2555
50,12.142,25.193,1.0805,8.8399
10,3.1007,5.7436,0.16124,0.66288
20,6.0129,11.97,0.50106,1.868
30,8.1091,12.837,0.50202,3.7059
40,10.057,18.463,0.891,6.2144
50,8.7852,23.386,1.1353,8.6823
