10,6.5107,9.0922,0.63654,0.54077
20,12.213,17.494,2.1642,3.9044
30,18.978,34.812,6.246,6.2992
40,27.231,39.013,9.632,11.672
50,23.12,50.385,15.787,16.29
10,6.0029,11.487,0.69585,1.039
20,11.474,23.941,2.9392,2.8718
30,15.764,25.673,4.5734,6.7175
40,19.214,36.926,9.1599,11.165
50,16.372,46.773,14.976,16.024
