10,4.9261,6.8191,0.4161,0.46263
20,9.2399,13.121,1.3018,3.0767
30,14.384,26.109,3.4725,4.9765
40,20.586,29.26,5.1953,8.9638
50,17.631,37.789,8.4337,12.565
10,4.5518,8.6154,0.42854,0.85094
20,8.7435,17.955,1.7201,2.3699
30,11.937,19.255,2.5377,5.2117
40,14.635,27.694,5.0254,8.6899
50,12.579,35.079,8.0556,12.353
